ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,AUTHORX,CALLNO,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,CONTROLNO,COPYNO,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DISPVALUE,EARLYDATE,EDITION,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FLAGDATE,FLAGNOTES,FLAGREASON,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,ISBN,ISSN,LANGUAGE,LATDEG,LATEDATE,LCCN,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,OTHERNO,PARENT,PEOPLE,PHYSDESC,POLICYNO,PROVENANCE,PUBLISHER,PUBNOTES,PUBPLACE,RECAS,RECDATE,RECFROM,RELNOTES,SERIES,SERIESX,SITE,SITENO,SITESADDED,SPINELBL,STATUS,STATUSBY,STATUSDATE,STERMS,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TITLEX,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
B1,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Stall,Sylvanus",,0,0,,1901,,,1901,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B1,book,,,,,,Documentary Artifact,,284 p.,,,Vir,,Philadelphia,,,,,self and sex,,,,,,Shelf,,/ /,,"sexual health, male physical health, male",,,/ /,,,,,What a Man of Forty-five Ought to Know,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-14 14:29:00,,/ /,.F.
B2,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,Aristophanes,,0,0,,n.d.,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B2,book,,,,,,Documentary Artifact,,281 p.,,,E.P. Dutton,,New York,,,,,,,,,,,Shelf,,/ /,,"drama, greek",,,/ /,,,,,"The Archanians, the Knights,and the Birds",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-14 14:28:00,,/ /,.F.
B3,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum Collection,/ /,,Good,,,1,"Kobbe,Gustav",,0,0,,1932,,,1932,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B3,book,,,,,,Documentary Artifact,,211 p.,,,G. Schrimer,,New York,,,,,,,,,,,Shelf,,/ /,,"opera, german",,,/ /,,,,,Wagner's Music-dramas Analysed,"with the leading motives Nibelung, Tristan, Mastersingers, Parsifal",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-04-08 15:18:00,Unknown,/ /,.F.
B4,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Balesier, Charles W.",,0,0,,1884,,,1884,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B4,book,,,,,,Documentary Artifact,,296 p.,,,R. Worthington,,New York,,,,,,,,,,,Shelf,,/ /,,"biography, political",,,/ /,,,,,James G. Blaine: A Sketch of His Life,with a brief record of the life of John Logan,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-14 14:27:00,,/ /,.F.
OHM B5,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Lippmann, Walter",,0,0,,1914,,,1914,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B5,book,,,,,,Documentary Artifact,,334 p.,,,Mit chell Kennerley,,New York,,,,,,,,,,,Shelf,,/ /,,Politics,,,/ /,,,,,Drift & Mastery,an Attempt to Diagnose the Current Unrest,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2007-06-01 13:07:00,Unknown,/ /,.F.
OHM B6,0,,,,,,,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Huneker, James",,0,0,,1913,,,1913,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,Living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B6,book,,,,,,Documentary Artifact,,195 p.,,,Theodore Presser,,Philadelphia,,,,,,,,,,,Shelf,,/ /,,"Music, essays",,,/ /,,,,,Old Fogy: His Musical Opinions and Grotesques,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:35:00,,/ /,.F.
OHM B7,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Doyle, Arthur Conan",,0,0,,1919,,,1919,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B7,book,,,,,,Documentary Artifact,,160 p.,,,George H. Doran,,New York,,,,,,,,,,,Shelf,,/ /,,"civilization, future",,,/ /,,,,,The Vital Message,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:29:00,,/ /,.F.
OHM B8,0,,,,,,pe,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,,,0,0,,1921,,,1921,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,"left bookcase in living room, row 3",0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B8,Book,,,,,,Documentary Artifact,,928 p.,,,Porter E. Sargent,,Boston,,,,,Sargent's Handbook Series,,,,,,Shelf,,/ /,,"travel, new england history, new england",,,/ /,,,,,"A Handbook of New England, 1921",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 12:52:00,Unknown,/ /,.F.
OHM B9,0,,,,,,pes,2001-10-14 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Higginson, Thomas Wentworth",,0,0,,1898,,,1898,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B9,book,,,,,,Documentary Artifact,,364 p.,,,Riverside Press,,Boston,,,,,,,,,,,Shelf,,/ /,,memoirs,,,/ /,,,,,Cheerful Yesterdays,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 14:00:00,,/ /,.F.
B10,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,Automobile Association,,0,0,,1950,,,1950,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,case in living room by front french doors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B10,book,,,,,,Documentary Artifact,,60 p.,,,The Automobile Association,,London,,,,,,,,,,,Shelf,,/ /,,"England, road travel Wales, road travel",,,/ /,,,,,Road Book of England & Wales,"With gazetter, itineraries, maps and town plans",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 10:04:00,,/ /,.F.
B11,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Schauffler, Robert Haven",,0,0,,1942,,,1942,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B11,book,,,,,,Documentary Artifact,,156 p.,,,Henry Holt,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,Fiddler's Folly and Encores,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 10:11:00,,/ /,.F.
B12,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Leacock, Stephen",,0,0,,1922,,,1922,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B12,book,,,,,,Documentary Artifact,,264 p.,,,"Dodd, Mead",,New York,,,,,,,,,,,Shelf,,/ /,,"England, travel",,,/ /,,,,,My Discovery of England,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 10:16:00,,/ /,.F.
B13,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Beebe, William",,0,0,,1927,,,1927,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B13,book,,,,,,Documentary Artifact,,248 p.,,,G.P.Putnam,,New York,,,,,,,,,,,Shelf,,/ /,,"Far East, travel",,,/ /,,,,,Pheasant Jungles,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 10:20:00,,/ /,.F.
B14,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Graham, Winifred",,0,0,,n.d.,,,0,4th edition,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B14,book,,,,,,Documentary Artifact,,140 p.,,,Hutchinson and Co.,,London,,,,,,,,,,,Shelf,,/ /,,spiritualism,,,/ /,,,,,My Letters from Heaven,Being messages from the unseen world given in automatic writing by Robert George Graham,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 10:28:00,,/ /,.F.
B15,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"De Vere, M. Schele",,0,0,,1871,,,1871,3rd. edition,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B15,book,,,,,,Documentary Artifact,,365 p.,,,Charles Scribner & Co.,,New York,,,,,,,,,,,Shelf,,/ /,,"language, English",,,/ /,,,,,Studies in English,Glimpses of the inner life of our language,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 10:33:00,,/ /,.F.
OHM B16,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Northend, Mary H.",,0,0,,1912,,,1912,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B16,book,,,,,,Documentary Artifact,,252 p.,,,"Little, Brown",,Boston,,,,,,,,,,,Shelf,,/ /,,"Architecture, Colonial Furnishings, Colonial",,,/ /,,,,,Colonial Homes and their Furnishings,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 14:02:00,,/ /,.F.
B17,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Eberlein, Harold D. and McClure, Abbot",,0,0,,1927,,,1927,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,Chapter on early lace by Mabel Foster Bainbridge Chapter on sandwich glass by Lenore Wheeler Williams,B17,book,,,,,,Documentary Artifact,,390 p.,,,Halcyon House,,New York,,,,,,,,,,,Shelf,,/ /,,"furnishing, American antiques, American",,,/ /,,,,,The Practical Book of American Antiques,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 13:44:00,Unknown,/ /,.F.
B18,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Holloway, Edward Stratton",,0,0,,1937,,,1937,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B18,book,,,,,,Documentary Artifact,,200 p.,,,Halcyon House,,New York,,,,,,,,,,,Shelf,,/ /,,"furnishings, Federal furnishings, Colonial furnishings, American",,,/ /,,,,,The Practical Book of American Furniture and Decoration: Colonial & Federal,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 13:46:00,Unknown,/ /,.F.
OHM B19,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum Collection,/ /,,Good,,,1,"Singleton, Esther and Sturgis, Russell",,0,0,,1913,,,1913,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B19,book,,,,,,Documentary Artifact,,664 p.,,,,,New York,,,,,,,,,,,Shelf,,/ /,,"furnishings, American furnishings, Colonial furnishings, Federal",,,/ /,,,,,The Furniture of Our Forefathers,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-04-08 15:23:00,Unknown,/ /,.F.
B20,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Rose, Mary Swartz",,0,0,,1926,,,1926,revised edition from c1924,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B20,book,,,,,,Documentary Artifact,,487 p.,,,Macmillan,,New York,,,,,,,,,,,Shelf,,/ /,,nutrition recipes menus,,,/ /,,,,,Feeding the Family,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-18 11:09:00,,/ /,.F.
B21,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum Collection,/ /,,Good,,,1,"Snaith, J.C.",,0,0,,1924,,,1924,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,living room case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B21,book,,,,,,Documentary Artifact,,374 p.,,,D. Appleton,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,There is a Tide,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-04-08 15:18:00,Unknown,/ /,.F.
OHM B22,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Poor,badly waterstained,,1,"Crabb, George",,0,0,,1917,,,1917,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,Inroduction by John H. Finley,OHM B22,book,,,,,,Documentary Artifact,,717 p.,,,Grosset and Dunlap,,New York,,,,,,,,,,,Shelf,,/ /,,"language, English synonymes",,,/ /,,,,,Crabb's English Synonymes,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:43:00,,/ /,.F.
OHM B23,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Fair,,,1,"Keetels, Jean Gustave",,0,0,,1869,,,1869,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"signed by Frances Eliza Osborne, Ansonia, Conn., Oct. 15, 1897 spine is missing",OHM B23,book,,,,,,Documentary Artifact,,192 p.,,,Sheldon & Co.,,New York,,,,,Progressive French Series,,,,,,Shelf,,/ /,,"language, French",,,/ /,,,,,Oral Method with French in Three Parts,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:42:00,,/ /,.F.
B24,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Ficke, Arthur Davison",,0,0,,n.d.,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B24,book,,,,,,Documentary Artifact,,456 p.,,,Frederick A. Stokes,,New York,,,,,,,,,,,Shelf,,/ /,,"prints, Japanese art, Japanese Japan",,,/ /,,,,,Chats on Japanese Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-25 13:06:00,Unknown,/ /,.F.
B25,0,,,,,,pes,2001-10-18 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"De Koven, Anna",,0,0,,1920,,,1920,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,"right case in living room, row 4",0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B25,book,,,,,,Documentary Artifact,,273 p.,,,Dutton,,New York,,,,,,,,,,,Shelf,,/ /,,spiritualism,,,/ /,,,,,A Cloud of Witnesses,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 12:54:00,Unknown,/ /,.F.
B26,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum Collection,/ /,,Good,,,0,"Hill, J. Arthur",,0,0,,1919,,,1919,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B26,book,,,,,,Documentary Artifact,,316 p.,,,George D. Doran,,New York,,,,,,,,,,,Shelf,,/ /,,spiritalism,,,/ /,,,,,"Spiritalism: Its History, Phenomena, and Doctrine",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-04-08 15:33:00,Unknown,/ /,.F.
B27,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Chadwick, George",,0,0,,1921,,,1921,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B27,book,,,,,,Documentary Artifact,,26 p.,,,Yale Univ. Press,,New Haven,,,,,,,,,,,Shelf,,/ /,,biography,,,/ /,,,,,"Horatio Parker, 1863-1920",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:08:00,,/ /,.F.
B28,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Crowell, Norman H.",,0,0,,1907,,,1907,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front french doors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B28,book,,,,,,Documentary Artifact,,189 p.,,,Outing,,New York,,,,,,,,,,,Shelf,,/ /,,"sports, male",,,/ /,,,,,The Sportsman's Primer,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:18:00,,/ /,.F.
B29,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Molloy, Leo T.",,0,0,,1964,,,1964,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B29,book,,,,,,Documentary Artifact,,244 p.,,,Hull Book Fund,,Derby,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,"Commodore Isaac Hull, U.S.N.",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:21:00,,/ /,.F.
B30,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Meynell, Esther",,0,0,,1937,,,1937,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B30,book,,,,,,Documentary Artifact,,246 p.,,,Macmillan,,New York,,,,,,,,,,,Shelf,,/ /,,"travel, England",,,/ /,,,,,Sussex Cottage,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 13:19:00,Unknown,/ /,.F.
B31,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Weaver, Louise Bennett and LaCron, Helen Cowles",,0,0,,1917,,,1917,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B31,book,,,,,,Documentary Artifact,,479 p.,,,A.L. Burt,,New York,,,,,,,,,,,Shelf,,/ /,,recipes menus cookbook,,,/ /,,,,,A Thousand Ways to Please a Husband,With Bettina's Best Recipes,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:37:00,,/ /,.F.
B32,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Cameron, Margaret",,0,0,,1919,,,1919,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B32,book,,,,,,Documentary Artifact,,313 p.,,,George D. Doran,,New York,,,,,,,,,,,Shelf,,/ /,,spiritualism,,,/ /,,,,,The Seven Purposes: An Experience in Psychic Phenomena,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:41:00,,/ /,.F.
B33,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"La Varre, William",,0,0,,1935,,,1935,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"Autographed by author: William LaVerre Derby Feb. 2, 1938",B33,book,,,,,,Documentary Artifact,,298 p.,,,Fleming H. Revell,,New York,,,,,,,,,,,Shelf,,/ /,,"travel, South America",,,/ /,,,,,"Gold, Diamonds, and Orchids",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:47:00,,/ /,.F.
B34,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Franzos, Karl Emil",,0,0,,1888,,,1888,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B34,book,,,,,,Documentary Artifact,,531 p.,,,Harper,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,For the Right,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 10:54:00,,/ /,.F.
B35,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Gaboriau, Emile",,0,0,,1900,,,1900,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B35,book,,,,,,Documentary Artifact,,436 p.,,,Scribner,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,The Widow Lerouge,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 11:04:00,,/ /,.F.
B36,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Fromm, Bella",,0,0,,1942,,,1942,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B36,book,,,,,,Documentary Artifact,,332 p.,,,Harper,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Blood and Banquets: A Berlin Social Diary,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 11:07:00,,/ /,.F.
B37,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Cram, Ralph Adams",,0,0,,1930,,,1930,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B37,book,,,,,,Documentary Artifact,,242 p.,,,The Japanese Society,,New York,,,,,,,,,,,Shelf,,/ /,,"architecture, Japan",,,/ /,,,,,Impressions of Japanese Architecture and the Allied Arts,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 13:23:00,Unknown,/ /,.F.
B38,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Fair,,,1,The Bird,,0,0,,1869,,,1869,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by the front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B38,book,,,,,,Documentary Artifact,,340 p.,,,T. Nelson,,New York,,,,,,,,,,,Shelf,,/ /,,birds,,,/ /,,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 11:36:00,,/ /,.F.
