ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,AUTHORX,CALLNO,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,CONTROLNO,COPYNO,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DISPVALUE,EARLYDATE,EDITION,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FLAGDATE,FLAGNOTES,FLAGREASON,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,ISBN,ISSN,LANGUAGE,LATDEG,LATEDATE,LCCN,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,OTHERNO,PARENT,PEOPLE,PHYSDESC,POLICYNO,PROVENANCE,PUBLISHER,PUBNOTES,PUBPLACE,RECAS,RECDATE,RECFROM,RELNOTES,SERIES,SERIESX,SITE,SITENO,SITESADDED,SPINELBL,STATUS,STATUSBY,STATUSDATE,STERMS,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TITLEX,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
OHM B 4040,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 2,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4040,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sir Charles Grandin,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:54:00,Unknown,/ /,.F.
OHM B 4042,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 3,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4042,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sir Charles Grandin,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:55:00,Unknown,/ /,.F.
OHM B 4046,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 4,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4046,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sir Charles Grandin,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:55:00,Unknown,/ /,.F.
OHM B 4041,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 5,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4041,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sir Charles Grandin,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:56:00,Unknown,/ /,.F.
OHM B 4043,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 6,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4043,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sir Charles Grandin,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:57:00,Unknown,/ /,.F.
OHM B 4045,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 7,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4045,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sir Charles Grandin,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:58:00,Unknown,/ /,.F.
OHM B 4052,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 1,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4052,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 12:59:00,Unknown,/ /,.F.
OHM B 4051,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 2,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4051,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:00:00,Unknown,/ /,.F.
OHM B 4053,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 3,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4053,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:01:00,Unknown,/ /,.F.
OHM B 4048,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 4,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4048,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:01:00,Unknown,/ /,.F.
OHM B 4047,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 5,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4047,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:02:00,Unknown,/ /,.F.
OHM B 4050,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 6,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4050,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:03:00,Unknown,/ /,.F.
OHM B 4049,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 7,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4049,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:04:00,Unknown,/ /,.F.
OHM B 4054,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 8,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4054,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Clarissa Harlowe,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:04:00,Unknown,/ /,.F.
OHM B 4055,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 1,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4055,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Pamela,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:06:00,Unknown,/ /,.F.
OHM B 4057,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 2,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4057,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Pamela,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:07:00,Unknown,/ /,.F.
OHM B 4056,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 3,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4056,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Pamela,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:08:00,Unknown,/ /,.F.
OHM B 4058,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 4,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4058,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Pamela,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:08:00,Unknown,/ /,.F.
OHM B 4059,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Richardson, Samuel",,0,0,,1901,,,0,Vol 5,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 1,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4059,book,,,,,,Documentary Artifact,,,,,Croscup & Sterling Co,,New York,,,,,Complete Works of Samuel Richrdson,,,,,,Shelf,,/ /,,,,,/ /,,,,,Pamela,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:09:00,Unknown,/ /,.F.
OHM B 4062,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Strange, Edward F",,0,0,,1925,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 4062,book,,,,,,Documentary Artifact,,,,,Cassell & Co,,New York/London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Colour-Prints of Hiroshige,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:17:00,Unknown,/ /,.F.
OHM B 8250,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Binyon, Laurence and Sexton, J J O'Brien",,0,0,,1923,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 8250,book,,,,,,Documentary Artifact,,,,,Charles Scribner's Sons,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Japanese Colour Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:21:00,Unknown,/ /,.F.
OHM B 8251,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Bramah, Ernest",,0,0,,1911,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 8251,book,,,,,,Documentary Artifact,,,,,Brentano's,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,"Transmutation of Ling, The",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:24:00,Unknown,/ /,.F.
OHM B 8252,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,Unknown,,0,0,,,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 8252,book,,,,,,Documentary Artifact,,,,,Charles Scribner's Sons,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Drawings of Sir E J Poynter Bart PRA,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:30:00,Unknown,/ /,.F.
OHM B 8253,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Kent, Rockwell",,0,0,,,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 8253,book,,,,,,Documentary Artifact,,,,,G P Putnam's Sons,,New York/London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Wilderness: A Journal of Quiet Adventure in Alaska,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:33:00,Unknown,/ /,.F.
OHM B 7020,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Siren, Osvald",,0,0,,1916,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7/Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2009-08-28 00:00:00,,,OHM B 7020,book,,,,,,Documentary Artifact,,,,,Yale University Press,,New Haven,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Descriptive Catalogue of the Pictures in the Jarves Collection Belonging to Yale University,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:41:00,Unknown,/ /,.F.
OHM B 4084,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Hayden, Arthur",,0,0,,1928,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4084,book,,,,,,Documentary Artifact,,456 p.,,,T Fisher Unwin,,London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Chats on Old Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:54:00,Unknown,/ /,.F.
OHM B 4085,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Strange, Edward F",,0,0,,1913,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4085,book,,,,,,Documentary Artifact,,,,,,,London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Japanese Colour Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 13:56:00,Unknown,/ /,.F.
OHM B 4086,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Ledoux, Louis V",,0,0,,1923,,,0,`,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4086,book,,,,,,Documentary Artifact,,,,,Grolier Club,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Exhibition of Japanese Figure Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:00:00,Unknown,/ /,.F.
OHM B 4083,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Blacker, J F",,0,0,,,,,0,`,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4083,book,,,,,,Documentary Artifact,,,,,George W JacobsCo,,Philadelphia,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,"ABC of Japanese Art, The",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:05:00,Unknown,/ /,.F.
OHM B 4088,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Sackville-West, V",,0,0,,1931,,,0,Limited numbered edition signed by author #119 of 500`,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4088,book,,,,,,Documentary Artifact,,,,,Hogarth Press,,London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Sissinghurst,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:10:00,Unknown,/ /,.F.
OHM B 4066,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Strange, Edward F",,0,0,,1904,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4066,book,,,,,,Documentary Artifact,,,,,George Bell and Son,,London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Japanese Illustration: A History of the Art of Wood-Cutting and Colour Printing in Japan,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:13:00,Unknown,/ /,.F.
OHM B 8257,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Binyon, Laurence",,0,0,,1908,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 8257,book,,,,,,Documentary Artifact,,,,,Edward Arnold,,London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Painting in the Far East: An Introduction to the History of Pictorial Art in Asia Especially China and Japan,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:19:00,Unknown,/ /,.F.
OHM B 8258,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Joly, Henri L",,0,0,,1908,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 8258,book,,,,,,Documentary Artifact,,,,,John Lane Co,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,"Legend in Japanese Art: A Description of Historical Episodes, Legendary Characters, Folk-Lore, Myths, Reigious Symbolism",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:34:00,Unknown,/ /,.F.
OHM B 4061,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,Unknown,,0,0,,1916,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4061,book,,,,,,Documentary Artifact,,,,,,,,,,,,,,,,,,Shelf,,/ /,,Auction Catalogue,,,/ /,,,,,Rare Japanese Color Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:40:00,Unknown,/ /,.F.
OHM B 8254,0,,,,,,kmj,2010-09-05 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"von Seidlitz, W",,0,0,,1910,,,0,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 5,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 8254,book,,,,,,Documentary Artifact,,,,,William Heinemann,,London,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,History of Japanese Colour-Prints,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-05 14:43:00,Unknown,/ /,.F.
OHM B 4067,0,,,,,,kmj,2010-09-12 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,,,0,0,,1931,,,0,1931,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 7 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,2010-09-05 00:00:00,,,OHM B 4067,book,,,,,,Documentary Artifact,,,,,Fifty-sixth Street Galleries,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Eighth Annual Exhibition: New York Chapter of American Society of Landscape Architects,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-09-12 12:42:00,Unknown,/ /,.F.
