ACCESS,ACCESSNO,ACCRUALS,ACQVALUE,ADMIN,APPNOTES,APPRAISAL,APPRAISOR,ARCHIVIST,ARCHNOTES,AREA,ASSOCIATE,AUTHORX,CAPTION,CATBY,CATDATE,CATTYPE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,CONTAINTXT,COPIES,CREATOR,CREDIT,CURVALMAX,CURVALUE,CUSTODIAL,DATASET,DATE,DATEACCUM,DATECREATE,DESCDATE,DESCRIP,DISPDATE,DISPOSITN,DISPVALUE,EARLYDATE,EDITION,ELONGITUDE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,EXTENT,FINDAID,FLAGDATE,FLAGNOTES,FLAGREASON,GENRE,GPARENT,GROUP,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSETS,INSPHONE,INSPREMIUM,INSREP,INSTRUMENT,INSVALUE,INTERVIEWR,INTVDATE,INTVLENGTH,INTVPLACE,INTVREST,INVNBY,INVNDATE,LABEL,LANGUAGE,LATDEG,LATEDATE,LEGAL,LEVEL,LINK,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,MEDIA,MEDIUM,MLANGUAGE,NARRATOR,NARRATORID,NLATITUDE,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,ORIGINALS,OTHERNO,PARENT,PEOPLE,PHYSCHAR,PMERIDIAN,POLICYNO,PROJECTION,PUBDATE,PUBLISHER,PUBNOTES,PUBPLACE,QUANTITY,RECAS,RECDATE,RECFROM,REFCODE,RELATED,RELNOTES,REVIEWED,RIGHTS,RULES,SCALE,SERIES,SHEETS,SIGNEDFORM,SITE,SITENO,SITESADDED,SIZE,SLATITUDE,STATUS,STATUSBY,STATUSDATE,STERMS,SUBJECTS,SYSTEM,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,TRANSCRIBR,TRANSDATE,TRANSLOC,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE,WLONGITUDE
,,,0,,,,,,,,,,,,/ /,,,,/ /,,,,,,,,0,0,,,,,,,,/ /,,,0,,,,0,,,,,/ /,,,/ / : : AM,,,,,,,0,,/ /,,,,,,0,,/ /,,,,,/ /,,,0,0,,,,,/ /,,0,,,,,,,0,,/ /,,,,,,0,,,Default Record,,,,,,,,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,/ /,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,0,0,,/ / : : AM,,/ /,.F.,
