ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,COPYRIGHT,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DIMNOTES,DISPVALUE,EARLYDATE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FILMSIZE,FLAGDATE,FLAGNOTES,FLAGREASON,FRAME,FRAMENO,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,LATDEG,LATEDATE,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,MEDIUM,NEGLOC,NEGNO,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,ORIGCOPY,OTHERNO,OUTDATE,PARENT,PEOPLE,PLACE,POLICYNO,PRINTSIZE,PROCESS,PROVENANCE,PUBNOTES,RECAS,RECDATE,RECFROM,RELNOTES,SITE,SITENO,SLIDENO,STATUS,STATUSBY,STATUSDATE,STERMS,STUDIO,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
2023.007,0,,,George W. & Mrs.Cheeseman,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Photograph of George W. & Mrs.Cheeseman,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.007,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:47:00,Unknown,/ /,.F.
2023.008,0,,,George O. Schneller,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Photograph of Geroge O. Schneller,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.008,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 12:59:00,Unknown,/ /,.F.
2023.009,0,,,Cheeseman-George.W.,,2023-08-15 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,Cheeseman-George.W.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.009,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 12:59:00,Unknown,/ /,.F.
2023.01,0,,,THE OSBORNE & CHEESMAN MANUFACTURING CO.,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,The OSBORNE 7 CHEESMAN MANUFACTURING CO.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,4,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.01,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:46:00,Unknown,/ /,.F.
2023.011,0,,,Birmingham Bank,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Birmingham Bank,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.011,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 13:18:00,Unknown,/ /,.F.
2023.012,0,,,COUNTING ROOM OF BIRMINGHAM NATIONAL BANK.,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Photographs of BIrmingham Bank.(Counting Room Of Birmingham National Bank.),,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.012,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:39:00,Unknown,/ /,.F.
2023.013,0,,,LOBBY AND ENTRANCE OF BIRMINGHAM NATIONAL BANK,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Birmingham Bank. (Lobby And Entrance Of Birmingham National Bank.),,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.013,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 16:00:00,Unknown,/ /,.F.
2023.014,0,,,BIRMINGHAM BRASS CO.'S PLANT.,,2023-08-15 00:00:00,,Osborne Homestead Collection,/ /,,,,,,,0,0,,,Birmingham Brass Co'.s Plant.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,3,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.014,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:36:00,Unknown,/ /,.F.
2023.015,0,,,PLANT OF DERBY SILVER CO.,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Plant of Derby Silver Co.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,3,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.015,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:32:00,Unknown,/ /,.F.
2023.016,0,,,WORKS OF THE DERBY SILVER CO.,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Works of the Derby Silver Co.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,6,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.016,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:28:00,Unknown,/ /,.F.
2023.017,0,,,THE VALLEY DRUMMER,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"The Valley Drummer Newspaper. Time Was The Ansonia O. & C. Co Successors to THE OSBORNE & CHEESMAN CO., Maufactufacturers of SKIRT, SUSPENDER AND CORSET MATRERIALS. Dated: Thursday, August 21, 1986.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.017,Newspaper,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 16:14:00,Unknown,/ /,.F.
2023.018,0,,,"Miss Barbara, Miss Florance Rogers & Mirs.Lillie",,2023-08-16 00:00:00,,Osborne Homestead Museum Colllection,/ /,,,,,,,0,0,,,Photograph of Miss Barbara~Miss Florance Rogers~Mrs.Lillie. Manor Golf. July 1934.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.018,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-16 11:24:00,Unknown,/ /,.F.
2023.019,0,,,Manor Golf,,2023-08-16 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,Ea Lillie,,0,0,,,Manor Golf. May 1934.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.019,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-16 11:33:00,Unknown,/ /,.F.
2023.02,0,,,Mrs.Lillie & two sons,,2023-08-16 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Mrs.Lillie & her two sons.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.02,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-16 11:42:00,Unknown,/ /,.F.
2023.021,0,,,Mr.Lillie,,2023-08-16 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Photograph of Mr.Lillie.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.021,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-16 11:49:00,Unknown,/ /,.F.
2023.023,0,,,"Battery Ft. Brady, James River, Va.",,2023-08-16 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Photographic History of The War For The Union. WAR VIEWS. Ft. Brady, James River, Va. View showing part of Battery. NO.2698 PUBLISHED BY E. & H.T. ANTHONY & CO., AMERICAN AND FOREIGH STEREOSCOPIC EMPORIUM, 501 BROADWAY, NEW-YORK.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.023,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:26:00,Unknown,/ /,.F.
2023.024,0,,,Cannon Photograhic History,,2023-08-16 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Photograph of cannon with soldier. 16m Columbia. Battery Lemmes,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,kEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.024,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:26:00,Unknown,/ /,.F.
2023.025,0,,,"East Face of Fort Summer, Charleston Harbor.",,2023-08-16 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Entered according to act of Congress, in the yeat 1865, by J.W. CAMPBELL, in the Clerk's Office of the District Court of the United States for the Soouthern District of New-York. WAR VIEWS. No.211 East Face of Fort Sumter, showing Palmetto Fortification, CHARLESTON HARBOR.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-16 00:00:00,,,,,,2023.025,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:26:00,Unknown,/ /,.F.
2023.026,0,,,Officers' Quarters,,2023-08-17 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Photographic History of The War For The Union. WAR VIEWS. Officers' Quarters, near Ft. Brady, before Richmond, VA. No.2675 PUBLISHED BY E. & H. T. ANTHONY &CO., AMERICAN AND FOREIGN STEREOSCOPIC EMPORIUM, 501 BROADWAY, NEW-YORK.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-17 00:00:00,,,,,,2023.026,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:25:00,Unknown,/ /,.F.
2023.027,0,,,Dead Rebel Soldier,,2023-08-17 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Photographic History Of The War For The Union. WAR VIEWS. A dea Rebel Soldier, inside the Union Picket lines. The View was taken the morning after the storming of Petrersburgh, Va., April 2d, 1865. No.3186 Copyright Secured. PUBLISHED BY E. & H.T. ANTHONY & Co., AMERICAN AND FOREIGN STEREOSCOPIC EMPORIUM, 501 BROADWAY, NEW-YORK.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-17 00:00:00,,,,,,2023.027,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:25:00,Unknown,/ /,.F.
2023.028,0,,,Rebel Fort Mahone,,2023-08-17 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Photographic History of The War For The Union. WAR VIEWS. This view was taken in the Trenches of the Rebel Fort, Mahone, called by the Soldiers ""Fort Damnation,"" the morning after the storming of Petersburgh, Va., April 2d, 1865, and shows a boy about 14 years, who must have been asleep when the attack was made, as he is but partiallly dressed; he was killed as he came out from a Bomb Proof; he has on the Rebelgrey uniform. No.3187. Copyright Secured. PUBLISHED BY E. & H. T. ANTHONY &CO., AMERICAN AND FOREIGN STEREOSCOPIC EMPORIUM, 501 BROADWAY, NEW-YORK.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-17 00:00:00,,,,,,2023.028,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:25:00,Unknown,/ /,.F.
2023.029,0,,,Live Oak Avenue,,2023-08-17 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Photographic History of The War For The Union. WAR VIEWS. Live Oak Avenue, at R.B Rhett's plantation, Beaufort, Port Royal Island, S.C. No.3575 PUBLISHED BY E. & H. T. ANTHONY & CO., AMERICAN AND FOREIGN STEREOSCOPIC EMPORIUM, 501 BROADWAY, NEW-YORK.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-17 00:00:00,,,,,,2023.029,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:24:00,Unknown,/ /,.F.
2023.03,0,,,Photographic Incidents Of The War No.373.,,2023-08-18 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"PHOTOGRAPHIC INCIDENTS OF THE WAR. No.373. BATTERY NO.4, NEEAR YORKTOWN, MOUNTING TWN 13 INCH MORTARS, EACH WEIGHING 20,000 POUNDS. From Gardner's Gallery, corner of 7th and D streets, Washington, D.C. Negative by James F. Gibson. E. & H.T. ANTHONY, 501 Broadway, New York, Wholesale Agents.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-18 00:00:00,,,,,,2023.03,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:24:00,Unknown,/ /,.F.
2023.031,0,,,Photographic Incidents Of The War. No.376.,,2023-08-18 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"PHOTOGRAPHIC INCIDENTS OF THE WAR. No 376. BATTERY NO. 4 NEAR YORKTOWN, MOUNTING TEN 13 INCH MORTARS, EACH WEIGHING 20,000 POUNDS. SOUTH END. From Gardner's Gallery, corner of 7th and D streets, Washington, D.C Negative by James F. Gibson. E. & H. T. ANTHONY. 501 Broadway, New York, Wholesale Agents.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-18 00:00:00,,,,,,2023.031,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:23:00,Unknown,/ /,.F.
2023.032,0,,,Battle Of Gettysburgh,,2023-08-18 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"PHOTOGRAPHIC HISTORY OF THE WAR FOR THE UNION. WAR VIEWS. Woods on the left wing, Battle of Gettysburgh; in the midddle ground a dead soldier. No.2391 PUBLISHED BY E. & H. T. ANTHONY & CO., AMERICAN AND STEREOSCOPIC EMPORIUM, 501 BROADWAY, NEW-YORK. Negative by Brady. & Co., Washington.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-18 00:00:00,,,,,,2023.032,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:23:00,Unknown,/ /,.F.
2023.033,0,,,Soldiers,,2023-08-18 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Group of soldiers.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-18 00:00:00,,,,,,2023.033,"Print, Photographic",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:22:00,Unknown,/ /,.F.
2023.022,0,,,Unidentfied Factory,,2023-08-22 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified Factory,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-22 00:00:00,,,,,,2023.022,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-22 11:34:00,Unknown,/ /,.F.
2023.304,0,,,Unidentified person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Undentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,/ /,,,,,,2023.304,Negative,,,,,,Ph-p-304,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 13:50:00,Unknown,/ /,.F.
2023.34,0,,,"Soldier 1, Bank & Main St., Ansonia, Conn.",,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Soldier 1, Bank & Main St., Ansonia,Conn.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.34,"Print, Photographic",,,,,,Ph-p-340,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 12:00:00,Unknown,/ /,.F.
2023.205,0,,,"Soldier 2. Bank & Main St., Ansonia, Conn.",,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Soldier 2, Bank & Main St., Ansonia, Conn.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.205,"Print, Photographic",,,,,,Ph-p-205,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 11:59:00,Unknown,/ /,.F.
2023.32,0,,,Unidetified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified Man.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,Pennslyvania A. Washington D.C,352.0,,2023.32,Negative,,,,,,Ph-p-320,/ /,,,Broadway & Tenth Street. New York,,,,,,,,,,,,,,,/ /,,Brady's National Photographic Portrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 14:06:00,Unknown,/ /,.F.
2023.312,0,,,Unidentified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified Person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.312,Negative,,,,,,Ph-p-312,/ /,,,Birmingham. Conn,,,,,,,,,,,,,,,/ /,,J.W.Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 13:51:00,Unknown,/ /,.F.
2023.297,0,,,Unidentified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,Penslyvania Av. Washington D.C.,352.0,,2023.297,Negative,,,,,,Ph-p-297,/ /,,,"Broadway & Tenth Street, New York",,,,,,,,,,,,,,,/ /,,Brady's National Photographic Portrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 14:07:00,Unknown,/ /,.F.
2023.242,0,,,Unidentified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,E. Anthony,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC file Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.242,Negative,,,,,,Ph-p-242,/ /,,,"501 Broadway, New York.",,,,,,,,,,,,,,,/ /,,Brady's National Portrait Gallery,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 13:48:00,Unknown,/ /,.F.
2023.237,0,,,Unidentified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,Brady,,0,0,,,Unidentified Person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,Pennslyvania Av. Washington D.C,352.0,,2023.237,Negative,,,,,,Ph-p-237,/ /,,,Broadway & Tenth St. New York,,,,,,,,,,,,,,,/ /,,Brady's National Photographic Portrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 14:02:00,Unknown,/ /,.F.
2023.301,0,,,Unidentified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collecction,/ /,,,,,,,0,0,,,Unidentified Person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.301,Negative,,,,,,Ph-p-301,/ /,,,"297 Main Street Over State Bank. Hartford, Conn.",,,,,,,,,,,,,,,/ /,,Webster & Popkins,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 14:20:00,Unknown,/ /,.F.
